FlightNo,X,Y,Z
FL13003,3239.725,5505.099,3490.078
FL13004,5458.302,8549.193,11225.055
FL13005,7131.014,3633.276,10986.074
FL13006,2545.736,557.043,1849.599
FL13007,9166.433,5714.321,9939.898
FL13008,9997.544,4889.519,9060.477
FL13009,5487.751,8925.124,8724.805
FL13010,5968.525,2644.995,1565.99
FL13011,9586.95,9198.544,9288.182
FL13012,4512.983,8110.588,8401.175
FL13013,6441.431,9865.7,3376.28
FL13014,7667.54,8088.827,5647.179
FL13015,1247.44,9133.307,5796.901
FL13016,6221.321,6880.237,8752.352
FL13017,372.928,3833.324,9211.481
FL13018,4877.187,5374.766,10562.64
FL13019,4928.989,7328.75,8991.021
FL13020,6246.523,4989.111,5364.695
FL13021,4062.286,6123.951,3070.06
FL13022,1690.505,2834.024,3219.803
FL13023,2337.957,5454.202,6112.483
FL13024,9539.321,4466.593,5246.319
FL13025,6930.504,8900.597,853.036
FL13026,9746.983,9306.879,2822.528
FL13027,9391.92,7502.108,7934.909
FL13028,6646.982,3839.068,11399.169
FL13029,9928.653,9579.119,526.135
FL13030,7694.414,6208.975,5074.814
FL13031,4725.519,9182.547,7505.482
FL13032,8445.37,2308.345,8886.597
FL13033,2334.591,9231.265,2787.681
FL13034,9336.632,7158.163,11942.589
FL13035,4837.589,4132.953,8093.438
FL13036,4141.687,2910.361,2796.526
FL13037,12.001,1804.011,492.719
FL13038,9214.758,8964.549,7914.804
FL13039,5813.459,4126.835,11134.308
FL13040,2314.705,135.562,6247.418
FL13041,3114.442,5627.125,8296.762
FL13042,5497.096,7745.878,10472.477
FL13043,4172.332,8414.577,6283.761
FL13044,9360.18,9975.912,11235.903
FL13045,5287.564,7731.56,1643.569
FL13046,2861.018,5450.352,4244.292
FL13047,7534.637,5878.057,7410.915
FL13048,6724.283,1934.032,771.891
FL13049,2308.277,9838.71,10425.227
FL13050,9917.757,3532.654,9662.533
FL13051,2812.304,1969.449,11152.801
FL13052,7780.801,9852.095,111.438
FL13053,1470.232,795.443,838.937
FL13054,4099.087,1295.125,7987.462
FL13055,378.479,2568.505,6874.142
FL13056,2202.559,8142.753,5412.477
FL13057,7555.85,5170.336,4783.628
FL13058,9412.631,2803.027,1624.201
FL13059,6170.363,4823.659,7983.346
FL13060,1277.471,3561.917,1014.0
FL13061,7969.15,3025.733,8367.5
FL13062,1383.831,5475.258,10342.767
FL13063,4970.481,2078.786,7497.238
FL13064,8025.94,553.534,1654.562
FL13065,451.788,1713.731,5429.026
FL13066,3420.506,184.314,9903.815
FL13067,6176.516,4067.861,892.605
FL13068,3529.389,8930.666,4054.937
FL13069,8860.848,6651.171,422.888
FL13070,2655.818,899.099,1434.88
FL13071,2277.458,9710.049,11121.526
FL13072,4555.568,7033.203,11484.349
FL13073,6684.458,1824.332,1433.995
FL13074,2559.365,1301.538,3784.595
FL13075,8103.124,1960.829,814.491
FL13076,990.291,3046.97,9311.58
FL13077,9724.763,130.112,6613.277
FL13078,4895.324,2540.223,5864.426
FL13079,1304.789,1708.145,5522.239
FL13080,347.168,668.013,9667.25
FL13081,3955.497,632.974,5898.706
FL13082,7974.469,6319.849,2290.413
FL13083,6131.613,7514.211,10205.305
FL13084,3361.18,9666.493,5134.491
FL13085,9064.448,5148.787,1837.97
FL13086,4493.373,7639.055,5844.402
FL13087,4598.585,8316.041,8993.555
FL13088,2113.157,8797.174,3214.719
FL13089,347.801,3201.585,2520.81
FL13090,8276.748,9559.673,659.372
FL13091,6469.541,620.491,6441.267
FL13092,9968.653,8808.195,9438.015
FL13093,9775.237,2597.341,1117.616
FL13094,6428.291,5134.401,9520.67
FL13095,1220.014,4166.582,9286.847
FL13096,2277.122,4280.94,3114.715
FL13097,8009.7,9986.325,8845.818
FL13098,8353.457,2494.984,9742.839
FL13099,9616.095,9475.027,10594.517
FL13100,4058.507,922.639,5212.728
FL13101,8502.337,9843.771,8530.606
FL13102,6826.752,5455.132,6845.884
FL13103,595.654,3374.226,4997.574
FL13104,1305.967,4602.187,10686.183
FL13105,4994.271,7287.555,5805.731
FL13106,5152.745,6556.342,1032.924
FL13107,1668.86,4000.491,2981.694
FL13108,9531.529,6270.782,6668.326
FL13109,6254.497,7467.095,2990.914
FL13110,1687.448,8752.289,4794.204
FL13111,7739.514,6618.49,7979.504
FL13112,417.469,1941.648,9053.248
FL13113,6586.753,2047.442,932.861
FL13114,6870.189,6837.968,129.774
FL13115,4637.119,4172.578,6908.49
FL13116,3851.412,618.757,2929.713
FL13117,8162.839,4562.495,4077.07
FL13118,8152.21,5452.455,7006.8
FL13119,6704.083,9900.152,6004.705
FL13120,4739.498,1136.466,1145.337
FL13121,266.283,3688.032,9363.204
FL13122,838.914,8257.785,5771.911
FL13123,8492.392,2546.012,3382.502
FL13124,3796.382,924.762,223.214
FL13125,772.58,7265.102,7737.678
FL13126,9611.851,5470.69,6251.216
FL13127,6270.524,4005.044,6671.75
FL13128,923.246,5617.365,3496.66
FL13129,3265.025,1898.419,4187.642
FL13130,3335.055,3716.754,2312.705
FL13131,5212.135,4664.408,11274.613
FL13132,3525.12,175.188,6423.9
FL13133,2091.418,825.623,10252.642
FL13134,2141.442,3282.67,8700.723
FL13135,5406.138,3847.944,10094.138
FL13136,6778.06,5133.718,11930.795
FL13137,2253.522,5316.501,8127.703
FL13138,2025.913,9984.61,3383.786
FL13139,8614.327,786.157,11111.568
FL13140,7172.004,7595.983,8296.199
FL13141,2665.586,1039.573,1134.382
FL13142,3466.37,719.664,2853.118
FL13143,8026.326,5398.088,1119.602
FL13144,7727.785,3966.769,9447.964
FL13145,3894.641,804.273,8303.235
FL13146,266.033,1240.002,1246.813
FL13147,1715.38,6430.033,1090.565
FL13148,1347.382,7990.213,8432.85
FL13149,1733.812,7189.529,10844.413
FL13150,9604.956,9099.509,3518.012
FL13151,7843.858,3926.031,4180.688
FL13152,1209.828,9566.918,2531.364
FL13153,6870.058,2194.88,8242.407
FL13154,9107.669,3576.266,5065.194
FL13155,715.568,9056.838,6009.848
FL13156,3033.265,5765.033,8419.082
FL13157,905.855,8223.78,9008.341
FL13158,2552.906,3383.756,5692.56
FL13159,7358.562,5677.01,9625.32
FL13160,9867.407,9659.492,7348.492
FL13161,4408.223,4115.89,843.352
FL13162,4347.368,4385.144,2712.245
FL13163,6476.139,1503.398,3276.328
FL13164,4166.846,9724.192,2951.908
FL13165,9416.872,2706.867,4337.094
FL13166,2596.747,6303.238,11262.932
FL13167,5198.568,2619.417,9350.935
FL13168,7965.503,7411.742,2808.949
FL13169,4507.613,2939.088,5378.694
FL13170,5045.459,6752.421,7614.44
FL13171,7068.139,700.548,10964.771
FL13172,1165.804,8156.798,3765.38
FL13173,6858.307,9459.956,948.893
FL13174,1823.621,2282.621,1421.255
FL13175,5696.103,2901.707,6163.885
FL13176,866.718,2579.201,5248.428
FL13177,6572.948,6534.733,6933.72
FL13178,153.391,3791.37,6437.161
FL13179,1147.183,4825.008,5533.778
FL13180,8896.86,8630.994,3014.003
FL13181,8343.429,1045.925,3964.04
FL13182,725.946,8951.008,9122.013
FL13183,6975.746,3087.466,3951.375
FL13184,8479.932,4365.558,6193.093
FL13185,1777.984,7450.013,1364.487
FL13186,7124.523,5608.156,1043.53
FL13187,5607.25,4047.334,4306.694
FL13188,6372.156,6748.488,10552.853
FL13189,5450.847,7429.264,8273.613
FL13190,6918.05,917.819,5354.607
FL13191,9794.351,764.132,3616.001
FL13192,5707.83,6579.048,5817.27
FL13193,8809.319,7260.426,2722.596
FL13194,1364.676,7922.571,3098.214
FL13195,7525.278,4628.375,8075.816
FL13196,9343.451,2355.536,759.641
FL13197,2000.933,432.982,6014.562
FL13198,9745.825,2240.388,6957.543
FL13199,1403.741,5862.294,10293.482
FL13200,4160.187,4727.383,3279.902
FL13201,3982.033,8755.797,614.365
FL13202,3783.24,8611.458,2733.179
FL13203,6482.291,8048.18,1399.296
FL13204,8447.637,47.508,1239.556
FL13205,2077.871,4435.679,11001.225
FL13206,1016.167,127.973,2185.317
FL13207,8327.774,704.971,4576.171
FL13208,4488.868,1309.963,5881.588
FL13209,9209.625,6045.771,2217.781
FL13210,8591.932,515.36,2104.138
FL13211,7860.807,5313.445,3377.268
FL13212,1874.898,1476.675,2902.785
FL13213,1191.001,4085.023,10024.706
FL13214,6658.827,1775.84,5892.723
FL13215,9538.132,3420.761,9845.268
FL13216,8296.044,6486.931,6091.86
FL13217,1667.334,8619.819,4700.72
FL13218,3026.121,7941.572,3970.716
FL13219,5838.324,1318.572,5351.464
FL13220,2947.652,1519.998,11491.591
FL13221,7711.941,3103.963,8897.582
FL13222,1328.815,6646.328,8221.357
FL13223,5408.682,9258.879,11715.242
FL13224,5083.037,4641.701,6612.129
FL13225,7474.269,4568.509,1284.245
FL13226,5708.473,3375.026,2120.507
FL13227,8472.697,445.748,10282.244
FL13228,4967.996,9345.851,7786.459
FL13229,5635.731,3224.222,1711.718
FL13230,1723.969,883.324,9695.644
FL13231,9393.365,4377.889,10932.012
FL13232,4376.304,8011.289,11514.189
FL13233,1701.55,403.492,833.058
FL13234,5534.904,843.676,1897.22
FL13235,1227.274,1902.159,10692.258
FL13236,7970.787,2700.786,6177.535
FL13237,4801.842,1379.942,2023.314
FL13238,4433.691,9883.28,10987.39
FL13239,2861.194,7112.517,8164.095
FL13240,3777.23,1921.643,2727.904
FL13241,9243.983,424.623,4990.748
FL13242,4916.365,1268.224,141.367
FL13243,7871.903,4014.893,11.841
FL13244,9334.76,5885.06,10642.184
FL13245,8186.276,7552.2,1244.966
FL13246,3288.771,7095.132,7424.353
FL13247,96.581,6383.329,10650.035
FL13248,1202.515,9826.092,3090.134
FL13249,2962.243,8514.604,7923.805
FL13250,1473.869,9890.698,112.553
FL13251,6069.823,6531.358,5281.713
FL13252,5986.555,9422.392,4098.761
FL13253,8528.247,3712.613,8693.134
FL13254,501.939,8916.886,2344.364
FL13255,9961.638,8149.452,3302.777
FL13256,8996.77,4862.801,7277.226
FL13257,4414.248,4707.991,3749.882
FL13258,2338.504,5478.942,11489.095
FL13259,2648.107,3310.14,1194.894
FL13260,1829.135,3264.937,2345.661
FL13261,4531.607,3567.254,1076.396
FL13262,4520.883,8276.316,5743.483
FL13263,4487.15,7529.19,2679.845
FL13264,6517.432,343.034,3192.768
FL13265,3680.386,4790.063,10008.657
FL13266,5332.151,8523.742,5786.899
FL13267,8659.514,7191.108,2132.304
FL13268,3619.351,8403.474,3730.867
FL13269,5919.868,1027.784,3882.943
FL13270,1082.627,6783.655,11197.821
FL13271,635.856,5687.182,2746.759
FL13272,5202.669,1693.746,9169.831
FL13273,2712.862,229.164,1683.972
FL13274,2998.0,9921.718,7729.331
FL13275,7125.274,7469.755,2813.029
FL13276,4319.396,5291.948,9950.695
FL13277,1125.314,355.71,5953.404
FL13278,1378.542,5878.588,2740.181
FL13279,9531.738,3736.276,2166.459
FL13280,7992.451,203.265,3694.904
FL13281,7252.463,354.094,11696.912
FL13282,4259.609,9295.108,1831.777
FL13283,3905.043,8658.617,514.806
FL13284,1112.304,70.561,667.519
FL13285,1803.287,9005.315,8313.946
FL13286,9030.644,2849.506,2768.321
FL13287,724.239,8224.549,9426.019
FL13288,614.301,8610.608,2965.554
FL13289,6920.387,8626.359,5147.909
FL13290,2291.382,6516.821,1193.415
FL13291,9427.628,815.547,1474.574
FL13292,5522.428,3743.758,2818.028
FL13293,2552.781,5853.334,5988.981
FL13294,8934.231,3456.914,8155.385
FL13295,5899.817,2475.597,1810.155
FL13296,7852.985,3606.298,8114.68
FL13297,2017.907,3397.466,6630.651
FL13298,7535.971,5141.349,6790.045
FL13299,6621.246,7747.827,1111.386
FL13300,7754.09,7180.604,7745.617
FL13301,8949.606,3731.288,9641.433
FL13302,7341.385,7007.146,3958.933
FL13303,2524.991,6890.397,6787.157
FL13304,7478.956,7.973,1322.917
FL13305,8869.966,3846.313,11505.033
FL13306,437.032,7629.024,9334.046
FL13307,8312.294,2442.471,10982.912
FL13308,646.756,1623.099,5512.023
FL13309,4027.917,3082.29,2022.193
FL13310,1452.674,1834.558,8476.933
FL13311,1991.064,4580.856,6060.862
FL13312,5789.91,3168.871,2764.81
FL13313,9193.01,6461.079,5620.084
FL13314,1280.45,1767.613,2779.923
FL13315,2809.459,6679.205,7654.989
FL13316,4228.31,579.192,549.76
FL13317,9598.683,1178.581,9734.698
FL13318,5788.409,1710.804,11039.375
FL13319,5877.739,2601.134,4512.504
FL13320,5547.251,5298.804,2741.975
FL13321,1767.119,324.639,5249.87
FL13322,2509.126,6759.02,5756.847
FL13323,188.967,5794.772,277.937
FL13324,4909.123,2761.352,5945.007
FL13325,1545.873,8613.787,3581.579
FL13326,6220.382,6489.754,6624.764
FL13327,5448.437,1048.865,8934.184
FL13328,5480.95,5232.355,2351.169
FL13329,6556.849,2385.996,8144.398
FL13330,3485.185,6272.686,1726.639
FL13331,2357.046,5307.053,832.661
FL13332,1034.997,4763.368,9136.555
FL13333,9301.003,992.563,1268.464
FL13334,6080.391,993.059,9255.505
FL13335,9812.914,6116.099,5357.594
FL13336,6337.33,8790.671,1432.797
FL13337,581.896,4238.59,8179.981
FL13338,7417.938,7594.442,10012.757
FL13339,212.298,2815.983,7875.91
FL13340,302.204,2180.3,1157.192
FL13341,7073.386,9891.627,11580.967
FL13342,3273.257,2428.754,4940.351
FL13343,7727.093,2973.274,7037.116
FL13344,5625.779,616.69,3860.448
FL13345,4068.141,3679.287,522.778
FL13346,6234.909,6517.895,489.459
FL13347,7457.667,1689.92,5455.221
FL13348,1706.615,4748.945,11471.962
FL13349,1186.86,9621.371,10109.306
FL13350,8810.792,6596.988,5208.273
FL13351,7899.421,513.777,10677.848
FL13352,7565.909,5285.118,4812.356
FL13353,4704.646,7248.958,7950.486
FL13354,7480.759,434.083,74.227
FL13355,1504.917,5315.174,464.444
FL13356,7365.701,3284.109,6328.817
FL13357,1980.378,959.622,8013.141
FL13358,1355.969,9209.791,8361.117
FL13359,7855.747,8301.874,11385.563
FL13360,9732.469,9986.241,3024.059
FL13361,1198.016,5497.477,3948.231
FL13362,5951.024,5448.103,8285.629
FL13363,8525.942,7440.493,9306.51
FL13364,4235.709,4609.444,5933.47
FL13365,7110.897,5665.57,4634.626
FL13366,9685.262,3967.823,7177.669
FL13367,4459.492,8970.568,2750.774
FL13368,1803.018,4826.862,6803.089
FL13369,8897.099,1675.566,11095.105
FL13370,2615.152,1764.103,6941.903
FL13371,4641.097,5601.3,5420.305
FL13372,9962.325,8217.773,3021.564
FL13373,9767.094,757.603,6890.665
FL13374,5956.645,9274.982,1526.702
FL13375,8048.902,5883.176,5858.867
FL13376,1968.247,3040.614,6607.979
FL13377,1379.872,3626.144,11847.139
FL13378,7363.648,6887.024,1610.081
FL13379,8888.73,8857.379,1936.972
FL13380,4693.417,4236.421,11369.497
FL13381,6934.732,5405.402,4980.725
FL13382,3236.257,4344.026,5676.248
FL13383,6568.1,2925.184,4328.899
FL13384,3879.621,2927.571,2171.325
FL13385,7057.95,5446.769,1867.241
FL13386,3462.447,4643.312,3434.689
FL13387,4535.195,957.594,7619.347
FL13388,1991.519,5985.25,6471.961
FL13389,8480.413,1905.989,7151.842
FL13390,9406.365,4535.907,10455.183
FL13391,7066.512,4522.582,3922.656
FL13392,2548.462,7224.835,3260.651
FL13393,4905.727,9957.734,7343.199
FL13394,4748.383,8285.095,1081.936
FL13395,6644.573,2230.648,3741.661
FL13396,3502.995,5597.4,6341.484
FL13397,671.097,1917.037,10268.996
FL13398,5184.43,3057.634,11939.093
FL13399,5434.591,4746.085,999.989
FL13400,4448.898,7698.181,7939.196
FL13401,6539.259,3926.845,3954.323
FL13402,3528.427,3581.959,984.474
FL13403,7102.181,402.762,6335.474
FL13404,1649.55,9576.954,5358.006
FL13405,7269.223,8964.905,3401.022
FL13406,3654.816,3154.041,11099.613
FL13407,5405.999,681.108,5233.827
FL13408,8551.414,5210.644,5581.113
FL13409,4110.023,2912.295,10807.165
FL13410,37.13,3109.545,3739.623
FL13411,7361.035,4158.839,8006.158
FL13412,1992.555,8995.736,2676.437
FL13413,7501.312,1993.675,1720.162
FL13414,5626.987,3190.508,9134.917
FL13415,6901.081,2652.698,7607.006
FL13416,7927.29,6185.368,7618.813
FL13417,4531.725,697.51,2739.68
FL13418,8333.129,6925.83,5795.617
FL13419,6333.735,4174.232,7484.439
FL13420,714.029,1625.429,2259.884
FL13421,5352.526,8100.688,2796.234
FL13422,6210.543,2867.29,8223.729
FL13423,382.468,9605.358,11130.472
FL13424,2267.13,7566.231,4240.895
FL13425,4129.793,9016.356,1659.601
FL13426,5454.733,5560.525,5309.967
FL13427,1403.743,2650.065,7989.503
FL13428,5439.881,3163.48,4864.957
FL13429,9983.034,4116.985,10954.471
FL13430,1730.85,3881.844,2027.279
FL13431,6675.705,6625.784,9627.137
FL13432,220.65,8293.434,8912.0
FL13433,5392.847,5666.398,11755.896
FL13434,7772.748,2331.931,7043.614
FL13435,1220.06,4626.278,6175.947
FL13436,3979.625,1546.656,8487.615
FL13437,2184.63,20.733,10483.229
FL13438,840.635,1323.694,3089.487
FL13439,1351.521,6753.6,1050.621
FL13440,2760.242,4708.835,6256.849
FL13441,102.596,2492.002,2448.809
FL13442,353.973,4637.149,1606.473
FL13443,5543.161,9870.719,4112.881
FL13444,7594.503,9945.344,6860.525
FL13445,7183.368,8324.955,4502.582
FL13446,7493.907,8015.891,11428.165
FL13447,2312.26,6602.329,9364.207
FL13448,153.034,545.031,3312.945
FL13449,1301.067,203.062,10570.054
FL13450,6832.059,7747.099,5685.632
FL13451,3690.193,375.799,102.638
FL13452,7878.923,7782.833,8501.528
FL13453,8709.854,1815.425,10213.484
FL13454,3082.395,242.505,956.124
FL13455,3099.327,7762.34,7402.88
FL13456,3672.26,3281.357,5102.47
FL13457,9506.737,2755.862,11403.274
FL13458,4703.054,7314.33,3267.857
FL13459,718.429,4069.067,400.848
FL13460,7276.532,4368.043,9613.134
FL13461,2649.946,4034.651,6314.163
FL13462,7265.428,326.065,10299.181
FL13463,4786.414,1875.389,1086.156
FL13464,2428.205,7130.028,5430.101
FL13465,4638.149,1358.564,10012.918
FL13466,529.24,3125.416,5782.676
FL13467,950.543,9241.926,7840.386
FL13468,9053.723,392.306,889.785
FL13469,9249.765,7684.337,3585.319
FL13470,1583.161,4610.192,4342.64
FL13471,6238.046,7078.005,5503.788
FL13472,2531.915,8253.939,1391.868
FL13473,359.33,3680.57,5134.896
FL13474,2946.296,8417.054,1801.888
FL13475,8038.444,6810.328,5049.268
FL13476,4186.057,2268.689,1135.459
FL13477,9591.847,819.622,776.21
FL13478,7646.303,938.001,6144.805
FL13479,9834.219,1799.043,485.028
FL13480,4762.525,225.854,5923.724
FL13481,7933.632,8980.423,10299.307
FL13482,4546.266,575.08,9013.232
FL13483,7723.676,2756.09,4535.355
FL13484,3069.05,392.304,7822.756
FL13485,593.088,5769.6,5414.222
FL13486,4639.835,7648.534,7538.636
FL13487,1669.291,8409.5,2097.287
FL13488,3602.008,2455.697,6061.549
FL13489,5344.273,4645.737,5258.839
FL13490,1621.531,2392.744,10900.393
FL13491,5424.13,5782.068,3496.552
FL13492,8469.722,8528.752,3773.255
FL13493,294.515,4399.164,5338.266
FL13494,8210.062,2515.705,11250.788
FL13495,6576.471,6922.817,9949.3
FL13496,5134.251,3410.301,0.731
FL13497,3072.541,1610.027,7013.097
FL13498,1328.837,3429.882,5769.419
FL13499,6789.828,7554.922,11611.826
FL13500,2157.768,943.089,5502.083
FL13501,1635.771,8684.041,5030.476
FL13502,618.341,6851.612,7294.909
FL13503,6533.512,5441.589,6465.281
FL13504,2285.643,3468.333,4058.921
FL13505,4302.467,815.644,9552.201
FL13506,3655.756,9682.767,700.549
FL13507,7401.376,6278.495,2167.016
FL13508,1980.836,3088.268,11857.099
FL13509,5375.259,6438.768,1817.855
FL13510,5224.3,2484.841,9520.857
FL13511,9047.59,1998.311,3588.045
FL13512,8688.704,1841.617,5424.63
FL13513,3121.355,3504.6,11083.24
FL13514,3020.176,6630.479,8512.198
FL13515,9266.833,1670.696,9378.169
FL13516,8833.07,3542.926,2094.091
FL13517,100.34,4339.01,9514.281
FL13518,6863.907,2132.481,6164.979
FL13519,6606.819,5382.42,2126.831
FL13520,7531.531,3864.366,8848.551
FL13521,2515.268,8048.011,4540.57
FL13522,7248.22,4756.26,7340.427
FL13523,1969.917,5101.63,753.624
FL13524,1756.565,2761.156,1562.404
FL13525,6399.578,6065.525,8913.461
FL13526,4974.081,1088.641,9341.441
FL13527,1604.37,4720.854,6264.88
FL13528,3920.008,177.491,4874.901
FL13529,414.837,1266.564,10732.134
FL13530,9705.866,1263.26,1793.966
FL13531,8107.741,41.927,11835.196
FL13532,624.859,9622.01,1537.295
FL13533,8113.174,7501.154,2081.784
FL13534,8726.449,436.027,7711.267
FL13535,6253.371,1185.766,1837.353
FL13536,7371.551,9688.823,7660.388
FL13537,2502.874,3774.688,9758.704
FL13538,5117.02,3978.861,65.413
FL13539,8011.778,3180.086,5254.366
FL13540,7167.86,6513.065,4778.286
FL13541,3336.724,4284.65,7592.93
FL13542,9807.143,8981.466,6733.289
FL13543,3184.166,7407.306,7975.366
FL13544,6901.29,3964.658,1562.78
FL13545,505.592,9412.238,2568.876
FL13546,7361.952,5261.571,10164.94
FL13547,9418.497,9582.803,44.511
FL13548,5082.348,856.481,5713.83
FL13549,1011.048,3577.888,373.8
FL13550,9528.633,520.646,1320.01
FL13551,2599.891,7618.523,2294.845
FL13552,6718.692,1185.083,6039.976
FL13553,6401.211,7957.733,1093.265
FL13554,9654.548,9278.733,10481.272
FL13555,4095.228,1207.25,5533.292
FL13556,6745.027,5251.696,3748.148
FL13557,9647.617,2434.476,11937.659
FL13558,4801.61,405.959,498.072
FL13559,7526.812,306.758,9164.586
FL13560,7014.392,7566.051,3816.026
FL13561,2051.541,7626.863,1892.984
FL13562,1529.105,1971.725,3922.974
